stat.id,ma.id,category,first.author,year,n1,n2,effect,variance,statistic,ma.doi
1136,17,Psychosocial,Light,1987,32,32,0.511,NA,d,10.1037/0882-7974.9.4.539
1137,17,Psychosocial,Rose,1986,16,16,0.915,NA,d,10.1037/0882-7974.9.4.539
1138,18,Psychosocial,Bryce,2013,48,NA,0.16,NA,g,10.1037/pag0000282
1139,18,Psychosocial,Fulton,1991,69,NA,0.26,NA,g,10.1037/pag0000282
1140,18,Psychosocial,Mason,1986,86,NA,0.29,NA,g,10.1037/pag0000282
1141,18,Psychosocial,Lamont,2005,96,NA,0.41,NA,g,10.1037/pag0000282
1142,18,Psychosocial,He,2011,49,NA,0.46,NA,g,10.1037/pag0000282
1143,18,Psychosocial,Firestone,2007,48,NA,0.63,NA,g,10.1037/pag0000282
1144,18,Psychosocial,Anastasi,2006,74,NA,1.26,NA,g,10.1037/pag0000282
1145,18,Psychosocial,Anastasi,2006,88,NA,1.42,NA,g,10.1037/pag0000282
1146,18,Psychosocial,Naveh-Benjamin,2009,47,NA,-0.44,NA,g,10.1037/pag0000282
1147,18,Psychosocial,Bartlett,1989,32,NA,-0.04,NA,g,10.1037/pag0000282
1148,18,Psychosocial,Naveh-Benjamin,2009,84,NA,0,NA,g,10.1037/pag0000282
1149,18,Psychosocial,Bartlett,1989,30,NA,0.01,NA,g,10.1037/pag0000282
1150,18,Psychosocial,Bartlett,1991,70,NA,0.13,NA,g,10.1037/pag0000282
1151,18,Psychosocial,Savaskan,2007,4,NA,0.41,NA,g,10.1037/pag0000282
1152,18,Psychosocial,D'Argembeau,2004,64,NA,0.47,NA,g,10.1037/pag0000282
1153,18,Psychosocial,Olofsson,1996,9,NA,0.55,NA,g,10.1037/pag0000282
1154,18,Psychosocial,Bastin,2003,128,NA,0.55,NA,g,10.1037/pag0000282
1155,18,Psychosocial,Bartlett,1991,39,NA,0.84,NA,g,10.1037/pag0000282
1156,18,Psychosocial,He,2011,49,NA,-0.79,NA,g,10.1037/pag0000282
1157,18,Psychosocial,Bryce,2013,48,NA,-0.4,NA,g,10.1037/pag0000282
1158,18,Psychosocial,Fulton,1991,9,NA,-0.26,NA,g,10.1037/pag0000282
1159,18,Psychosocial,Lamont,2005,9,NA,-0.21,NA,g,10.1037/pag0000282
1160,18,Psychosocial,Mason,1986,86,NA,-0.14,NA,g,10.1037/pag0000282
1161,18,Psychosocial,Firestone,2007,48,NA,0.28,NA,g,10.1037/pag0000282
1162,18,Psychosocial,Anastasi,2006,74,NA,0.85,NA,g,10.1037/pag0000282
1163,18,Psychosocial,Anastasi,2006,88,NA,1.25,NA,g,10.1037/pag0000282
1164,18,Psychosocial,He,2011,49,NA,0.24,NA,g,10.1037/pag0000282
1165,18,Psychosocial,Bryce,2013,48,NA,0.79,NA,g,10.1037/pag0000282
1166,18,Psychosocial,Lamont,2005,96,NA,0.86,NA,g,10.1037/pag0000282
1167,18,Psychosocial,Fulton,1991,69,NA,0.96,NA,g,10.1037/pag0000282
1168,18,Psychosocial,Firestone,2007,48,NA,0.99,NA,g,10.1037/pag0000282
1169,18,Psychosocial,Anastasi,2006,88,NA,1.07,NA,g,10.1037/pag0000282
1170,18,Psychosocial,Anastasi,2006,74,NA,1.23,NA,g,10.1037/pag0000282
1171,18,Psychosocial,Mason,1986,86,NA,3,NA,g,10.1037/pag0000282
1172,18,Psychosocial,Naveh-Benjamin,2009,47,NA,0.18,NA,g,10.1037/pag0000282
1173,18,Psychosocial,Olofsson,1996,96,NA,0.74,NA,g,10.1037/pag0000282
1174,18,Psychosocial,Bastin,2003,128,NA,0.84,NA,g,10.1037/pag0000282
1175,18,Psychosocial,D'Argembeau,2004,64,NA,0.9,NA,g,10.1037/pag0000282
1176,18,Psychosocial,Bartlett,1991,70,NA,0.94,NA,g,10.1037/pag0000282
1177,18,Psychosocial,Savaskan,2007,45,NA,1.12,NA,g,10.1037/pag0000282
1178,18,Psychosocial,Bartlett,1991,39,NA,1.25,NA,g,10.1037/pag0000282
1179,18,Psychosocial,Naveh-Benjamin,2009,84,NA,1.42,NA,g,10.1037/pag0000282
1180,18,Psychosocial,Bartlett,1989,30,NA,1.45,NA,g,10.1037/pag0000282
1181,18,Psychosocial,Bartlett,1989,32,NA,1.78,NA,g,10.1037/pag0000282
1182,18,Psychosocial,Lamont,2005,96,NA,0.47,NA,g,10.1037/pag0000282
1183,18,Psychosocial,He,2011,49,NA,0.49,NA,g,10.1037/pag0000282
1184,18,Psychosocial,Firestone,2007,48,NA,0.56,NA,g,10.1037/pag0000282
1185,18,Psychosocial,Anastasi,2006,74,NA,0.64,NA,g,10.1037/pag0000282
1186,18,Psychosocial,Bryce,2013,48,NA,0.81,NA,g,10.1037/pag0000282
1187,18,Psychosocial,Fulton,1991,69,NA,0.89,NA,g,10.1037/pag0000282
1188,18,Psychosocial,Anastasi,2006,88,NA,1.14,NA,g,10.1037/pag0000282
1189,18,Psychosocial,Mason,1986,86,NA,2.39,NA,g,10.1037/pag0000282
1190,18,Psychosocial,Lamont,2005,96,NA,0.9,NA,g,10.1037/pag0000282
1191,18,Psychosocial,Fulton,1991,69,NA,0.93,NA,g,10.1037/pag0000282
1192,18,Psychosocial,He,2011,49,NA,1.22,NA,g,10.1037/pag0000282
1193,18,Psychosocial,Firestone,2007,48,NA,1.44,NA,g,10.1037/pag0000282
1194,18,Psychosocial,Mason,1986,86,NA,1.99,NA,g,10.1037/pag0000282
1195,18,Psychosocial,D'Argembeau,2004,64,NA,0.71,NA,g,10.1037/pag0000282
1196,18,Psychosocial,Bastin,2003,128,NA,0.86,NA,g,10.1037/pag0000282
1197,18,Psychosocial,Bartlett,1989,30,NA,0.93,NA,g,10.1037/pag0000282
1198,18,Psychosocial,Smith,1978,160,NA,1.01,NA,g,10.1037/pag0000282
1199,18,Psychosocial,Savaskan,2007,45,NA,1.11,NA,g,10.1037/pag0000282
1200,18,Psychosocial,Bartlett,1989,32,NA,1.17,NA,g,10.1037/pag0000282
1201,18,Psychosocial,Olofsson,1996,96,NA,1.28,NA,g,10.1037/pag0000282
1202,18,Psychosocial,Lamont,2005,96,NA,-0.01,NA,g,10.1037/pag0000282
1203,18,Psychosocial,He,2011,49,NA,0.29,NA,g,10.1037/pag0000282
1204,18,Psychosocial,Fulton,1991,69,NA,0.36,NA,g,10.1037/pag0000282
1205,18,Psychosocial,Firestone,2007,48,NA,0.65,NA,g,10.1037/pag0000282
1206,18,Psychosocial,Mason,1986,86,NA,0.78,NA,g,10.1037/pag0000282
1207,18,Psychosocial,D'Argembeau,2004,64,NA,0,NA,g,10.1037/pag0000282
1208,18,Psychosocial,Olofsson,1996,96,NA,0.25,NA,g,10.1037/pag0000282
1209,18,Psychosocial,Bastin,2003,128,NA,0.27,NA,g,10.1037/pag0000282
1210,18,Psychosocial,Firestone,2007,48,NA,0.27,NA,g,10.1037/pag0000282
1211,18,Psychosocial,Smith,1978,218,NA,0.39,NA,g,10.1037/pag0000282
1212,18,Psychosocial,Fulton,1991,69,NA,0.63,NA,g,10.1037/pag0000282
1213,18,Psychosocial,Bartlett,1991,39,NA,0.72,NA,g,10.1037/pag0000282
1214,18,Psychosocial,Mason,1986,86,NA,1.02,NA,g,10.1037/pag0000282
1215,18,Psychosocial,Bartlett,1989,30,NA,1.17,NA,g,10.1037/pag0000282
1216,18,Psychosocial,Bartlett,1989,32,NA,1.19,NA,g,10.1037/pag0000282
1217,19,Psychosocial,Boller,2002,12,NA,0.28,NA,d,10.1037/0882-7974.23.2.263
1218,19,Psychosocial,Boller,2002,12,NA,0.55,NA,d,10.1037/0882-7974.23.2.263
1219,19,Psychosocial,Boller,2002,12,NA,0,NA,d,10.1037/0882-7974.23.2.263
1220,19,Psychosocial,Budson,2006,19,NA,0.42,NA,d,10.1037/0882-7974.23.2.263
1221,19,Psychosocial,Charles,2003,48,NA,0.54,NA,d,10.1037/0882-7974.23.2.263
1222,19,Psychosocial,Charles,2003,48,NA,0.89,NA,d,10.1037/0882-7974.23.2.263
1223,19,Psychosocial,Charles,2003,48,NA,0.19,NA,d,10.1037/0882-7974.23.2.263
1224,19,Psychosocial,Charles,2003,32,NA,0.24,NA,d,10.1037/0882-7974.23.2.263
1225,19,Psychosocial,Charles,2003,32,NA,0.15,NA,d,10.1037/0882-7974.23.2.263
1226,19,Psychosocial,Charles,2003,32,NA,0.34,NA,d,10.1037/0882-7974.23.2.263
1227,19,Psychosocial,Denberg,2003,27,NA,-0.1,NA,d,10.1037/0882-7974.23.2.263
1228,19,Psychosocial,Denberg,2003,27,NA,-0.03,NA,d,10.1037/0882-7974.23.2.263
1229,19,Psychosocial,Denberg,2003,27,NA,-0.17,NA,d,10.1037/0882-7974.23.2.263
1230,19,Psychosocial,Fleming,2003,19,NA,0.13,NA,d,10.1037/0882-7974.23.2.263
1231,19,Psychosocial,Fleming,2003,19,NA,0.1,NA,d,10.1037/0882-7974.23.2.263
1232,19,Psychosocial,Fleming,2003,19,NA,0.16,NA,d,10.1037/0882-7974.23.2.263
1233,19,Psychosocial,Fox,2005,33,NA,-0.49,NA,d,10.1037/0882-7974.23.2.263
1234,19,Psychosocial,Fox,2005,33,NA,-0.49,NA,d,10.1037/0882-7974.23.2.263
1235,19,Psychosocial,Fung,2003,84,NA,0.53,NA,d,10.1037/0882-7974.23.2.263
1236,19,Psychosocial,Gruhn,2005,72,NA,0.54,NA,d,10.1037/0882-7974.23.2.263
1237,19,Psychosocial,Gruhn,2005,72,NA,0.53,NA,d,10.1037/0882-7974.23.2.263
1238,19,Psychosocial,Gruhn,2005,72,NA,0.55,NA,d,10.1037/0882-7974.23.2.263
1239,19,Psychosocial,Harmann,1997,9,NA,0.58,NA,d,10.1037/0882-7974.23.2.263
1240,19,Psychosocial,Harmann,1997,9,NA,0.58,NA,d,10.1037/0882-7974.23.2.263
1241,19,Psychosocial,Harmann,2000,12,NA,2.55,NA,d,10.1037/0882-7974.23.2.263
1242,19,Psychosocial,Harmann,2000,12,NA,1.89,NA,d,10.1037/0882-7974.23.2.263
1243,19,Psychosocial,Harmann,2000,12,NA,3.21,NA,d,10.1037/0882-7974.23.2.263
1244,19,Psychosocial,Harmann,2000,12,NA,1.24,NA,d,10.1037/0882-7974.23.2.263
1245,19,Psychosocial,Harmann,2000,12,NA,1.02,NA,d,10.1037/0882-7974.23.2.263
1246,19,Psychosocial,Harmann,2000,12,NA,1.45,NA,d,10.1037/0882-7974.23.2.263
1247,19,Psychosocial,Isaacowitz,2006,28,NA,0.04,NA,d,10.1037/0882-7974.23.2.263
1248,19,Psychosocial,Isaacowitz,2006,28,NA,0.51,NA,d,10.1037/0882-7974.23.2.263
1249,19,Psychosocial,Isaacowitz,2006,28,NA,-0.44,NA,d,10.1037/0882-7974.23.2.263
1250,19,Psychosocial,Isaacowitz,2006,41,NA,-0.06,NA,d,10.1037/0882-7974.23.2.263
1251,19,Psychosocial,Isaacowitz,2006,41,NA,0.38,NA,d,10.1037/0882-7974.23.2.263
1252,19,Psychosocial,Isaacowitz,2006,41,NA,-0.21,NA,d,10.1037/0882-7974.23.2.263
1253,19,Psychosocial,Kazui,2000,10,NA,0.99,NA,d,10.1037/0882-7974.23.2.263
1254,19,Psychosocial,Kazui,2000,10,NA,0.99,NA,d,10.1037/0882-7974.23.2.263
1255,19,Psychosocial,Keightley,2006,30,NA,0.78,NA,d,10.1037/0882-7974.23.2.263
1256,19,Psychosocial,Keightley,2006,30,NA,1,NA,d,10.1037/0882-7974.23.2.263
1257,19,Psychosocial,Keightley,2006,30,NA,0.55,NA,d,10.1037/0882-7974.23.2.263
1258,19,Psychosocial,Kensinger,2002,20,NA,1.94,NA,d,10.1037/0882-7974.23.2.263
1259,19,Psychosocial,Kensinger,2002,20,NA,3.17,NA,d,10.1037/0882-7974.23.2.263
1260,19,Psychosocial,Kensinger,2004,18,NA,0.53,NA,d,10.1037/0882-7974.23.2.263
1261,19,Psychosocial,Kensinger,2004,18,NA,0.53,NA,d,10.1037/0882-7974.23.2.263
1262,19,Psychosocial,Kensinger,2004,33,NA,0.4,NA,d,10.1037/0882-7974.23.2.263
1263,19,Psychosocial,Kensinger,2004,33,NA,0.4,NA,d,10.1037/0882-7974.23.2.263
1264,19,Psychosocial,Kensinger,2004,30,NA,0,NA,d,10.1037/0882-7974.23.2.263
1265,19,Psychosocial,Kensinger,2005,24,NA,0.67,NA,d,10.1037/0882-7974.23.2.263
1266,19,Psychosocial,Kensinger,2005,24,NA,0.67,NA,d,10.1037/0882-7974.23.2.263
1267,19,Psychosocial,Kensinger,2005,25,NA,0.44,NA,d,10.1037/0882-7974.23.2.263
1268,19,Psychosocial,Kensinger,2005,25,NA,0.44,NA,d,10.1037/0882-7974.23.2.263
1269,19,Psychosocial,LaBar,2000,9,NA,0.37,NA,d,10.1037/0882-7974.23.2.263
1270,19,Psychosocial,LaBar,2000,9,NA,0.37,NA,d,10.1037/0882-7974.23.2.263
1271,19,Psychosocial,LaBar,2005,22,NA,0.46,NA,d,10.1037/0882-7974.23.2.263
1272,19,Psychosocial,LaBar,2005,22,NA,0.46,NA,d,10.1037/0882-7974.23.2.263
1273,19,Psychosocial,LaBar,2005,25,NA,0.03,NA,d,10.1037/0882-7974.23.2.263
1274,19,Psychosocial,LaBar,2005,25,NA,0.03,NA,d,10.1037/0882-7974.23.2.263
1275,19,Psychosocial,Leigland,2004,36,NA,0.12,NA,d,10.1037/0882-7974.23.2.263
1276,19,Psychosocial,Leigland,2004,36,NA,0.61,NA,d,10.1037/0882-7974.23.2.263
1277,19,Psychosocial,Leigland,2004,36,NA,0.37,NA,d,10.1037/0882-7974.23.2.263
1278,19,Psychosocial,Mather,2003,52,NA,0.02,NA,d,10.1037/0882-7974.23.2.263
1279,19,Psychosocial,Mather,2003,52,NA,0.38,NA,d,10.1037/0882-7974.23.2.263
1280,19,Psychosocial,Mather,2003,52,NA,-0.34,NA,d,10.1037/0882-7974.23.2.263
1281,19,Psychosocial,Mather,2003,44,NA,-0.14,NA,d,10.1037/0882-7974.23.2.263
1282,19,Psychosocial,Mather,2003,44,NA,0.22,NA,d,10.1037/0882-7974.23.2.263
1283,19,Psychosocial,Mather,2003,44,NA,-0.5,NA,d,10.1037/0882-7974.23.2.263
1284,19,Psychosocial,Mather,2005,48,NA,0.63,NA,d,10.1037/0882-7974.23.2.263
1285,19,Psychosocial,Mather,2005,48,NA,0.77,NA,d,10.1037/0882-7974.23.2.263
1286,19,Psychosocial,Mather,2005,48,NA,0.48,NA,d,10.1037/0882-7974.23.2.263
1287,19,Psychosocial,May,2005,21,NA,0.14,NA,d,10.1037/0882-7974.23.2.263
1288,19,Psychosocial,Moayeri,2000,16,NA,0,NA,d,10.1037/0882-7974.23.2.263
1289,19,Psychosocial,Moayeri,2000,16,NA,0,NA,d,10.1037/0882-7974.23.2.263
1290,19,Psychosocial,Reige,1980,10,NA,0.18,NA,d,10.1037/0882-7974.23.2.263
1291,19,Psychosocial,Rosler,2005,12,NA,0.3,NA,d,10.1037/0882-7974.23.2.263
1292,19,Psychosocial,Rosler,2005,12,NA,0.48,NA,d,10.1037/0882-7974.23.2.263
1293,19,Psychosocial,Rosler,2005,12,NA,0.13,NA,d,10.1037/0882-7974.23.2.263
1294,19,Psychosocial,Thomas,2006,48,NA,0.16,NA,d,10.1037/0882-7974.23.2.263
1295,19,Psychosocial,Thomas,2006,48,NA,0.48,NA,d,10.1037/0882-7974.23.2.263
1296,19,Psychosocial,Thomas,2006,48,NA,-0.15,NA,d,10.1037/0882-7974.23.2.263
1297,19,Psychosocial,Williams,2005,69,NA,0.06,NA,d,10.1037/0882-7974.23.2.263
1298,19,Psychosocial,Williams,2005,69,NA,0.22,NA,d,10.1037/0882-7974.23.2.263
1299,19,Psychosocial,Williams,2005,69,NA,-0.03,NA,d,10.1037/0882-7974.23.2.263
1300,19,Psychosocial,Wong,2005,20,NA,0.76,NA,d,10.1037/0882-7974.23.2.263
1301,19,Psychosocial,Wong,2005,20,NA,0.74,NA,d,10.1037/0882-7974.23.2.263
1302,19,Psychosocial,Wong,2005,20,NA,0.77,NA,d,10.1037/0882-7974.23.2.263
1303,19,Psychosocial,Yoder,1987,16,NA,0.63,NA,d,10.1037/0882-7974.23.2.263
1304,20,Psychosocial,Bastin,2005,48,48,1.21,NA,d,10.1037/0882-7974.23.1.104
1305,20,Psychosocial,Bastin,2005,48,48,0.91,NA,d,10.1037/0882-7974.23.1.104
1306,20,Psychosocial,Bastin,2005,39,40,0.33,NA,d,10.1037/0882-7974.23.1.104
1307,20,Psychosocial,Bastin,2005,39,40,0.66,NA,d,10.1037/0882-7974.23.1.104
1308,20,Psychosocial,Bastin,2006,25,25,0,NA,d,10.1037/0882-7974.23.1.104
1309,20,Psychosocial,Bastin,2006,25,25,0.89,NA,d,10.1037/0882-7974.23.1.104
1310,20,Psychosocial,Brown,1995,24,24,0.94,NA,d,10.1037/0882-7974.23.1.104
1311,20,Psychosocial,Brown,1995,24,24,0.95,NA,d,10.1037/0882-7974.23.1.104
1312,20,Psychosocial,Brown,1995,24,24,0.19,NA,d,10.1037/0882-7974.23.1.104
1313,20,Psychosocial,Brown,1995,24,24,0.32,NA,d,10.1037/0882-7974.23.1.104
1314,20,Psychosocial,D'Argembeau,2004,32,32,0.73,NA,d,10.1037/0882-7974.23.1.104
1315,20,Psychosocial,D'Argembeau,2004,32,32,0.36,NA,d,10.1037/0882-7974.23.1.104
1316,20,Psychosocial,Denney,1992,54,54,1.04,NA,d,10.1037/0882-7974.23.1.104
1317,20,Psychosocial,Denney,1992,54,54,1.05,NA,d,10.1037/0882-7974.23.1.104
1318,20,Psychosocial,Denney,1991,54,54,0.52,NA,d,10.1037/0882-7974.23.1.104
1319,20,Psychosocial,Denney,1991,54,54,0.7,NA,d,10.1037/0882-7974.23.1.104
1320,20,Psychosocial,Duamas,2003,48,48,1.6,NA,d,10.1037/0882-7974.23.1.104
1321,20,Psychosocial,Duamas,2003,48,48,1.43,NA,d,10.1037/0882-7974.23.1.104
1322,20,Psychosocial,Duamas,2003,36,36,0.34,NA,d,10.1037/0882-7974.23.1.104
1323,20,Psychosocial,Duamas,2003,36,36,1.05,NA,d,10.1037/0882-7974.23.1.104
1324,20,Psychosocial,Duamas,2003,36,36,1.12,NA,d,10.1037/0882-7974.23.1.104
1325,20,Psychosocial,Duamas,2003,36,36,1.31,NA,d,10.1037/0882-7974.23.1.104
1326,20,Psychosocial,Evans,1984,72,47,0.83,NA,d,10.1037/0882-7974.23.1.104
1327,20,Psychosocial,Evans,1984,72,47,0.9,NA,d,10.1037/0882-7974.23.1.104
1328,20,Psychosocial,Ferguson,1992,40,40,0.1,NA,d,10.1037/0882-7974.23.1.104
1329,20,Psychosocial,Ferguson,1992,40,40,0.65,NA,d,10.1037/0882-7974.23.1.104
1330,20,Psychosocial,Ferguson,1992,32,32,0.2,NA,d,10.1037/0882-7974.23.1.104
1331,20,Psychosocial,Ferguson,1992,32,32,0.81,NA,d,10.1037/0882-7974.23.1.104
1332,20,Psychosocial,Ferguson,1992,32,32,0.92,NA,d,10.1037/0882-7974.23.1.104
1333,20,Psychosocial,Ferguson,1992,32,32,0.7,NA,d,10.1037/0882-7974.23.1.104
1334,20,Psychosocial,Frieske,1999,48,48,0.83,NA,d,10.1037/0882-7974.23.1.104
1335,20,Psychosocial,Frieske,1999,48,48,1.12,NA,d,10.1037/0882-7974.23.1.104
1336,20,Psychosocial,Glisky,2001,24,32,0.86,NA,d,10.1037/0882-7974.23.1.104
1337,20,Psychosocial,Glisky,2001,24,32,1.03,NA,d,10.1037/0882-7974.23.1.104
1338,20,Psychosocial,Glisky,2001,24,24,0.86,NA,d,10.1037/0882-7974.23.1.104
1339,20,Psychosocial,Glisky,2001,24,24,0.63,NA,d,10.1037/0882-7974.23.1.104
1340,20,Psychosocial,Glisky,2001,24,24,1.12,NA,d,10.1037/0882-7974.23.1.104
1341,20,Psychosocial,Glisky,2001,24,24,0.06,NA,d,10.1037/0882-7974.23.1.104
1342,20,Psychosocial,Glisky,2001,24,32,0.12,NA,d,10.1037/0882-7974.23.1.104
1343,20,Psychosocial,Glisky,2001,24,32,0.23,NA,d,10.1037/0882-7974.23.1.104
1344,20,Psychosocial,Gregory,1988,20,20,0,NA,d,10.1037/0882-7974.23.1.104
1345,20,Psychosocial,Gregory,1988,20,20,0.37,NA,d,10.1037/0882-7974.23.1.104
1346,20,Psychosocial,Guttentag,1988,16,16,2.38,NA,d,10.1037/0882-7974.23.1.104
1347,20,Psychosocial,Guttentag,1988,16,16,0.97,NA,d,10.1037/0882-7974.23.1.104
1348,20,Psychosocial,Hashtroudi,1989,64,64,0.54,NA,d,10.1037/0882-7974.23.1.104
1349,20,Psychosocial,Hashtroudi,1989,64,64,0.75,NA,d,10.1037/0882-7974.23.1.104
1350,20,Psychosocial,Hashtroudi,1994,144,144,0.6,NA,d,10.1037/0882-7974.23.1.104
1351,20,Psychosocial,Hashtroudi,1994,144,144,1.21,NA,d,10.1037/0882-7974.23.1.104
1352,20,Psychosocial,Hess,1990,24,24,1.49,NA,d,10.1037/0882-7974.23.1.104
1353,20,Psychosocial,Hess,1990,24,24,1.86,NA,d,10.1037/0882-7974.23.1.104
1354,20,Psychosocial,Hess,1990,40,40,0.81,NA,d,10.1037/0882-7974.23.1.104
1355,20,Psychosocial,Hess,1990,40,40,1.19,NA,d,10.1037/0882-7974.23.1.104
1356,20,Psychosocial,Howard,1986,32,32,0.51,NA,d,10.1037/0882-7974.23.1.104
1357,20,Psychosocial,Howard,1986,32,32,1.89,NA,d,10.1037/0882-7974.23.1.104
1358,20,Psychosocial,Howard,1986,32,32,0,NA,d,10.1037/0882-7974.23.1.104
1359,20,Psychosocial,Howard,1986,32,32,0.95,NA,d,10.1037/0882-7974.23.1.104
1360,20,Psychosocial,Johnson,1995,96,96,0.53,NA,d,10.1037/0882-7974.23.1.104
1361,20,Psychosocial,Johnson,1995,96,96,0.77,NA,d,10.1037/0882-7974.23.1.104
1362,20,Psychosocial,Johnson,1995,48,48,0.55,NA,d,10.1037/0882-7974.23.1.104
1363,20,Psychosocial,Johnson,1995,48,48,0.61,NA,d,10.1037/0882-7974.23.1.104
1364,20,Psychosocial,Kausler,1985,36,36,0.79,NA,d,10.1037/0882-7974.23.1.104
1365,20,Psychosocial,Kausler,1985,36,36,0.52,NA,d,10.1037/0882-7974.23.1.104
1366,20,Psychosocial,Kausler,1989,48,48,0.91,NA,d,10.1037/0882-7974.23.1.104
1367,20,Psychosocial,Kausler,1989,48,48,1.06,NA,d,10.1037/0882-7974.23.1.104
1368,20,Psychosocial,Kausler,1980,24,24,0.53,NA,d,10.1037/0882-7974.23.1.104
1369,20,Psychosocial,Kausler,1980,24,24,0.64,NA,d,10.1037/0882-7974.23.1.104
1370,20,Psychosocial,Kausler,1981,48,48,0.37,NA,d,10.1037/0882-7974.23.1.104
1371,20,Psychosocial,Kausler,1981,48,48,0.64,NA,d,10.1037/0882-7974.23.1.104
1372,20,Psychosocial,Kausler,1981,20,20,1.24,NA,d,10.1037/0882-7974.23.1.104
1373,20,Psychosocial,Kausler,1981,20,20,0.6,NA,d,10.1037/0882-7974.23.1.104
1374,20,Psychosocial,Kausler,1990,32,32,1.03,NA,d,10.1037/0882-7974.23.1.104
1375,20,Psychosocial,Kausler,1990,32,32,0.64,NA,d,10.1037/0882-7974.23.1.104
1376,20,Psychosocial,Larsson,1998,22,22,0.64,NA,d,10.1037/0882-7974.23.1.104
1377,20,Psychosocial,Larsson,1998,22,22,0.37,NA,d,10.1037/0882-7974.23.1.104
1378,20,Psychosocial,Lehman,1984,32,32,1.17,NA,d,10.1037/0882-7974.23.1.104
1379,20,Psychosocial,Lehman,1984,32,32,0.61,NA,d,10.1037/0882-7974.23.1.104
1380,20,Psychosocial,Lehman,1984,16,16,2.79,NA,d,10.1037/0882-7974.23.1.104
1381,20,Psychosocial,Lehman,1984,16,16,1,NA,d,10.1037/0882-7974.23.1.104
1382,20,Psychosocial,Light,1992,32,32,0.51,NA,d,10.1037/0882-7974.23.1.104
1383,20,Psychosocial,Light,1992,32,32,0.6,NA,d,10.1037/0882-7974.23.1.104
1384,20,Psychosocial,Light,1992,32,32,0.71,NA,d,10.1037/0882-7974.23.1.104
1385,20,Psychosocial,Light,1992,32,32,0.85,NA,d,10.1037/0882-7974.23.1.104
1386,20,Psychosocial,Light,1983,46,49,0.94,NA,d,10.1037/0882-7974.23.1.104
1387,20,Psychosocial,Light,1983,46,49,1.25,NA,d,10.1037/0882-7974.23.1.104
1388,20,Psychosocial,Lipman,1991,30,30,0.86,NA,d,10.1037/0882-7974.23.1.104
1389,20,Psychosocial,Lipman,1991,30,30,2.11,NA,d,10.1037/0882-7974.23.1.104
1390,20,Psychosocial,Lipman,1992,36,36,0.79,NA,d,10.1037/0882-7974.23.1.104
1391,20,Psychosocial,Lipman,1992,36,36,1.06,NA,d,10.1037/0882-7974.23.1.104
1392,20,Psychosocial,Luber,2004,16,16,0.88,NA,d,10.1037/0882-7974.23.1.104
1393,20,Psychosocial,Luber,2004,16,16,1.58,NA,d,10.1037/0882-7974.23.1.104
1394,20,Psychosocial,Lyle,2006,24,32,1.09,NA,d,10.1037/0882-7974.23.1.104
1395,20,Psychosocial,Lyle,2006,24,32,1.13,NA,d,10.1037/0882-7974.23.1.104
1396,20,Psychosocial,Mantyla,1992,16,16,0.51,NA,d,10.1037/0882-7974.23.1.104
1397,20,Psychosocial,Mantyla,1992,16,16,0.63,NA,d,10.1037/0882-7974.23.1.104
1398,20,Psychosocial,Mantyla,1992,12,12,1.28,NA,d,10.1037/0882-7974.23.1.104
1399,20,Psychosocial,Mantyla,1992,12,12,0.29,NA,d,10.1037/0882-7974.23.1.104
1400,20,Psychosocial,Mason,1986,43,43,2.33,NA,d,10.1037/0882-7974.23.1.104
1401,20,Psychosocial,Mason,1986,43,43,2.38,NA,d,10.1037/0882-7974.23.1.104
1402,20,Psychosocial,Mather,2000,54,54,0.85,NA,d,10.1037/0882-7974.23.1.104
1403,20,Psychosocial,Mather,2000,54,54,0.32,NA,d,10.1037/0882-7974.23.1.104
1404,20,Psychosocial,Mather,1999,48,48,1.12,NA,d,10.1037/0882-7974.23.1.104
1405,20,Psychosocial,Mather,1999,48,48,1.17,NA,d,10.1037/0882-7974.23.1.104
1406,20,Psychosocial,Mellinger,1990,32,32,0.75,NA,d,10.1037/0882-7974.23.1.104
1407,20,Psychosocial,Mellinger,1990,32,32,0.91,NA,d,10.1037/0882-7974.23.1.104
1408,20,Psychosocial,Neveh-Benjamin,2000,20,20,1.04,NA,d,10.1037/0882-7974.23.1.104
1409,20,Psychosocial,Neveh-Benjamin,2000,20,20,2.6,NA,d,10.1037/0882-7974.23.1.104
1410,20,Psychosocial,Neveh-Benjamin,2000,80,80,0.59,NA,d,10.1037/0882-7974.23.1.104
1411,20,Psychosocial,Neveh-Benjamin,2000,80,80,0.95,NA,d,10.1037/0882-7974.23.1.104
1412,20,Psychosocial,Neveh-Benjamin,2000,54,54,0.04,NA,d,10.1037/0882-7974.23.1.104
1413,20,Psychosocial,Neveh-Benjamin,2000,54,54,1.15,NA,d,10.1037/0882-7974.23.1.104
1414,20,Psychosocial,Neveh-Benjamin,1996,20,20,0.98,NA,d,10.1037/0882-7974.23.1.104
1415,20,Psychosocial,Neveh-Benjamin,1996,20,20,0.57,NA,d,10.1037/0882-7974.23.1.104
1416,20,Psychosocial,Neveh-Benjamin,1996,50,50,0.32,NA,d,10.1037/0882-7974.23.1.104
1417,20,Psychosocial,Neveh-Benjamin,1996,50,50,0.46,NA,d,10.1037/0882-7974.23.1.104
1418,20,Psychosocial,Neveh-Benjamin,1995,25,25,0.21,NA,d,10.1037/0882-7974.23.1.104
